name,offset,inferred_end,inferred_size,module_index,kind
Init_Ship_For_Start_Of_Turn_,207728,208360,632,25,4
Set_Ocv_Dcv_For_All_,208360,208486,126,25,4
Ship_Initiative_Value_,208486,208540,54,25,5
qsort_ship_initiative_,208540,208767,227,25,5
Do_Combat_Turn_,208767,216740,7973,25,4
Seeking_Missiles_,216740,217743,1003,25,4
Calc_Current_Speed_,217743,218203,460,25,4
Check_For_Winner_,218203,218375,172,25,4
Set_Cur_Ship_To_,218375,218532,157,25,4
Next_Ship_,218532,219212,680,25,4
Weapon_Is_On_,219212,219244,32,25,4
Weapon_Is_Off_,219244,219276,32,25,4
Remove_Continuing_Effect_Specials_,219276,219405,129,25,4
Ship_Done_Check_,219405,219492,87,25,4
Retreat_Ship_,219492,219623,131,25,4
Initiate_Boarding_Action_,219623,220839,1216,25,4
Add_Missile_Fields_,220839,221226,387,25,4
Set_Combat_Help_Fields_,221226,222672,1446,25,4
Add_Tactical_Combat_Fields_,222672,224456,1784,25,4
Assign_Combat_Grids_,224456,225090,634,25,4
Assign_Mouse_Images_,225090,226607,1517,25,4
Set_Legal_Moves_,226607,227490,883,25,4
Combat_Screen_,227490,227491,1,26,4
Colony_Has_Defenses_,227491,227580,89,26,4
qsort_ship_array_by_size_,227580,227641,61,26,5
Tactical_Combat_,227641,233183,5542,26,4
qsort_combat_data_by_size_,233183,233212,29,26,5
Ship_Size_In_Squares_,233212,233289,77,26,4
Ship_Can_Deploy_At_,233289,233539,250,26,4
Deploy_Ships_,233539,234664,1125,26,4
Calc_Combat_Shield_Max_,234664,234826,162,26,4
Load_Combat_Ship_,234826,236097,1271,26,4
Scroll_Combat_Screen_,236097,236809,712,26,4
Snap_Center_Combat_Screen_,236809,237265,456,26,4
Ship_Center_Offsets_,237265,237465,200,26,4
Load_Combat_Ship_Palette_,237465,237866,401,26,5
Load_Individual_Ship_Pictures_,237866,238820,954,26,5
Increment_Bhg_,238820,238965,145,26,4
End_Of_Turn_Bookeeping_,238965,239054,89,26,4
Plasma_Web_Damage_,239054,239504,450,26,4
Recharge_Shields_,239504,239748,244,26,4
Type_Of_Space_Station_,239748,239827,79,26,4
Load_Antaran_Planet_,239827,240105,278,26,4
Load_Colony_Defense_,240105,240182,77,26,4
Load_Tactical_Colony_,240182,241690,1508,26,4
Load_Combat_Colony_Picture_,241690,241875,185,26,4
Does_Combat_Ship_Have_Special_,241875,241950,75,26,4
Apply_Bio_Weapon_Penalty_,241950,242052,102,26,4
End_Of_Combat_,242052,244193,2141,26,4
Unload_Combat_Ship_,244193,244693,500,26,4
Load_Combat_Satelite_,244693,248310,3617,26,4
Init_Special_Devices_,248310,248606,296,26,4
Load_Display_Combat_Ship_,248606,249831,1225,26,4
Repair_All_Combat_Ships_,249831,250126,295,26,4
Load_Combat_Antaran_Ship_,250126,250177,51,26,4
Load_Antaran_Defense_Fleet_,250177,250254,77,26,4
Load_Antaran_Star_Fortress_,250254,251790,1536,26,4
Init_Diplomatic_Relations_,251790,252594,804,27,4
End_Of_Turn_Diplomacy_Adjustments_,252594,253291,697,27,4
Diplomacy_Growth_,253291,254901,1610,27,4
Change_Relations_,254901,256515,1614,27,4
Reward_Check_,256515,256774,259,27,4
Determine_Diplomacy_Messages_,256774,258268,1494,27,4
Determine_Bad_Message_,258268,259483,1215,27,4
Sneak_Attack_Or_Declare_War_,259483,259732,249,27,4
Peace_Proposal_,259732,260411,679,27,4
Get_Demands_,260411,261424,1013,27,4
Required_Alliances_,261424,261669,245,27,4
Determine_Good_Message_,261669,262184,515,27,4
Get_War_Count_,262184,262283,99,27,4
Get_Player_Contact_Count_,262283,262351,68,27,4
Fleet_Strength_Comparison_,262351,262500,149,27,4
Tech_Strength_Comparison_,262500,262558,58,27,4
Maintenance_Strength_Comparison_,262558,262602,44,27,4
Unprovoked_Good_Messages_,262602,264231,1629,27,4
Sneak_Attack_War_Check_,264231,264460,229,27,4
Clear_Diplomacy_Messages_,264460,264913,453,27,4
Limit_Treaty_Modifiers_,264913,265046,133,27,4
Save_Last_Diplomacy_Messages_,265046,265047,1,27,4
Determine_First_Contacts_,265047,265644,597,27,4
Modifier_Diplomacy_Adjustments_,265644,266207,563,27,4
Find_Worst_Modifier_,266207,266360,153,27,4
Declare_War_,266360,267150,790,27,4
Break_Treaties_,267150,268123,973,27,4
Break_Research_,268123,268716,593,27,4
Break_Trade_,268716,269314,598,27,4
Break_Tribute_,269314,269774,460,27,4
Fleet_Comparison_,269774,269883,109,27,4
Tech_Comparison_,269883,269976,93,27,4
Population_Comparison_,269976,270095,119,27,4
Total_War_Loss_Comparison_,270095,270309,214,27,4
War_Loss_Comparison_,270309,270409,100,27,4
Start_Tribute_Treaty_,270409,270672,263,27,4
Start_Research_Treaty_,270672,270911,239,27,4
Start_Trade_Treaty_,270911,271150,239,27,4
Start_Treaty_,271150,271555,405,27,4
Adjust_Diplomat_Modifiers_,271555,271611,56,27,4
Declare_Peace_,271611,271874,263,27,4
Diplomacy_Broken_Contacts_,271874,271966,92,27,4
Valid_Treaty_Proposal_,271966,272173,207,27,4
Check_Treaty_Proposal_,272173,274758,2585,27,4
Diplomacy_Test_,274758,275444,686,27,4
Get_Break_Treaty_Message_,275444,275657,213,27,4
Get_Break_Research_Message_,275657,275820,163,27,4
Get_Break_Trade_Message_,275820,275983,163,27,4
Get_Break_Tribute_Treaty_Message_,275983,276156,173,27,4
Get_Declare_War_Message_,276156,276259,103,27,4
Get_Gift_Response_,276259,276953,694,27,4
Get_Demand_Response_,276953,278166,1213,27,4
Get_Player_Diplomacy_Personality_,278166,278235,69,27,4
NPC_Sneak_Attacks_,278235,279713,1478,27,4
Sneak_Attack_Evaluations_,279713,281792,2079,27,4
Set_Demands_,281792,281933,141,27,4
Clear_Threat_Turn_,281933,281984,51,27,4
Get_Design_Combat_Bonuses_,281984,282203,219,28,4
Get_Ship_Combat_Bonuses_,282203,282559,356,28,4
Init_Ship_Designs_,282559,282956,397,28,4
Load_Antaran_Ship_Design_,282956,282977,21,28,4
Load_Small_Antaran_Combat_Ship_,282977,283492,515,28,4
Load_Small_Antaran_Design_,283492,283692,200,28,4
Load_Medium_Antaran_Combat_Ship_,283692,284253,561,28,4
Load_Medium_Antaran_Design_,284253,284472,219,28,4
Load_Large_Antaran_Combat_Ship_,284472,285148,676,28,4
Load_Large_Antaran_Design_,285148,285458,310,28,4
Load_Huge_Antaran_Combat_Ship_,285458,286230,772,28,4
Load_Huge_Antaran_Design_,286230,286567,337,28,4
Load_Titan_Antaran_Combat_Ship_,286567,287446,879,28,4
Load_Titan_Antaran_Design_,287446,287840,394,28,4
Load_Doom_Star_Ship_Design_,287840,287876,36,28,4
Update_Ship_Names_To_New_Language_,287876,287949,73,28,4
Load_Colony_Ship_Design_,287949,288134,185,28,4
Load_Outpost_Ship_Design_,288134,288318,184,28,4
Load_Transport_Ship_Design_,288318,288550,232,28,4
Best_Warp_Drive_,288550,288670,120,28,4
Best_Ship_Shield_,288670,288781,111,28,4
Best_Computer_,288781,288863,82,28,4
Best_Armor_,288863,289003,140,28,4
Best_Beam_Weapon_,289003,289180,177,28,4
Best_Point_Defense_Weapon_,289180,289338,158,28,4
Point_Defense_Damage_Per_Space_,289338,289400,62,28,4
Best_Point_Defense_Weapon_By_Size_,289400,289574,174,28,4
Best_Missile_Weapon_,289574,289786,212,28,4
Best_Missile_Weapon_NT_,289786,289954,168,28,4
Best_Bomb_Weapon_,289954,290106,152,28,4
Best_Strat_Special_Weapon_,290106,290308,202,28,4
Best_Beam_To_Hit_Special_,290308,290418,110,28,4
Best_Beam_Damage_Special_,290418,290544,126,28,4
Best_Beam_Defense_Special_,290544,290670,126,28,4
Best_Missile_Defense_Special_,290670,290796,126,28,4
Best_Missile_Damage_Special_,290796,290930,134,28,4
Best_Shield_Special_,290930,290975,45,28,4
Best_Ship_Fuel_,290975,291090,115,28,4
Update_Player_Ship_Designs_,291090,291223,133,28,4
Update_Equipment_On_Ships_Being_Built_,291223,291499,276,28,4
Update_Automatic_Design_Equipment_,291499,291783,284,28,4
Update_Strategic_Ship_Designs_,291783,292001,218,28,4
Update_Player_Strategic_Ship_Designs_,292001,292198,197,28,4
Cost_Of_Strategic_Design_,292198,292247,49,28,4
Calc_Player_FTL_Speed_,292247,292310,63,28,4
Get_FTL_Speed_,292310,292375,65,28,4
Strat_Beam_Weapon_Count_,292375,292433,58,28,4
Strat_Missile_Weapon_Count_,292433,292445,12,28,4
Strat_Special_Weapon_Count_,292445,292457,12,28,4
Strat_Bomb_Weapon_Count_,292457,292469,12,28,4
Update_Strategic_Design_Weapons_Specials_,292469,292977,508,28,4
Auto_Strategic_Design_Ship_,292977,293195,218,28,4
Update_Strategic_Ship_,293195,293378,183,28,4
Load_Dragon_Ship_Design_,293378,293660,282,28,4
Load_Hydra_Ship_Design_,293660,293899,239,28,4
Load_Amoeba_Ship_Design_,293899,294164,265,28,4
Load_Eel_Ship_Design_,294164,294427,263,28,4
Load_Crystal_Ship_Design_,294427,294700,273,28,4
Load_Guardian_Ship_Design_,294700,295048,348,28,4
Check_For_Auto_Refit_,295048,295157,109,28,4
Repair_Ships_At_Colonies_,295157,295411,254,28,4
Repair_Ship_Full_,295411,295536,125,28,4
Ship_Has_Weapon_,295536,295615,79,28,4
Get_Design_Structure_,295615,295728,113,28,4
Get_Structure_,295728,295815,87,28,4
Get_Ship_Structure_,295815,295973,158,28,4
Get_Ship_Armor_Hits_,295973,296071,98,28,4
Load_Loknar_Ship_Design_,296071,296416,345,28,4
Load_Player_Ship_Palette_,296416,296568,152,29,4
Get_Ship_Id_Picture_Seg_,296568,296599,31,29,4
Get_Ship_Picture_Seg_,296599,296603,4,29,4
Get_Ship_Picture_Segk_,296603,296659,56,29,4
Ken_Defaults_,296659,296660,1,29,4
Ken_Init_,296659,296660,1,29,4
Get_Weighted_Choice_,296660,296779,119,29,4
Get_Weighted_Choice_Long_,296779,296883,104,29,4
Get_Weighted_Best_Choice_,296883,296967,84,29,4
Get_Weighted_Choice_Best_Long_,296967,297043,76,29,4
Get_Derelict_Applications_,297043,297430,387,29,4
Init_NPC_Personalities_Objectives_Themes_,297430,298782,1352,29,4
Ken_Get_Text_Message_,298782,298826,44,29,4
Player_Score_Modifier_,298826,298947,121,30,4
Reload_Racial_Option_Screen_,298947,299091,144,30,4
Calculate_Picks_,299091,299269,178,30,4
Draw_Race_Option_Background_,299269,300709,1440,30,4
Draw_Racial_Option_Screen_,300709,303009,2300,30,4
Set_Race_Option_Help_List_,303009,304060,1051,30,4
Racial_Option_Screen_,304060,305876,1816,30,4
Add_Race_Options_Fields_,305876,306583,707,30,4
Convert_Player_To_Flags_,306583,306744,161,30,4
Convert_Flags_To_Player_,306744,306932,188,30,4
Reload_Option_Strings_,306932,307049,117,30,4
Real_Ability_Cost_,307049,307370,321,30,4
Setup_Evolutionary_Upgrade_,307370,307530,160,30,4
Add_Race_Options_Fields_EM_,307530,308415,885,30,4
Calculate_EM_Picks_,308415,308429,14,30,4
Convert_Player_To_Flags_EM_,308429,308645,216,30,4
Convert_Flags_To_Player_EM_,308645,308809,164,30,4
Evolutionary_Mutation_Screen_,308809,310308,1499,30,4
Convert_Custom_Race_Flags_,310308,310388,80,31,4
Reload_Race_Selection_Screen_,310388,310679,291,31,4
Draw_Race_Selection_Screen_,310679,311822,1143,31,4
Message_Build_,311822,311899,77,31,4
Set_Race_Select_Help_,311899,312592,693,31,4
Race_Selection_Screen_,312592,315191,2599,31,4
Draw_Flag_Screen_,315191,315391,200,31,4
Set_Flag_Screen_Help_,315391,315452,61,31,4
Flag_Screen_,315452,316019,567,31,4
Draw_Naming_Popup_,316019,316091,72,31,4
Naming_Popup_,316091,316307,216,31,4
Ship_Has_Special_,316307,316379,72,32,4
Ship_Has_Stealth_Device_,316379,316446,67,32,4
Find_Ship_Stacks_,316446,316952,506,32,4
Ken_Test_,316952,317065,113,32,4
Split_Stack_,317065,317564,499,32,4
Set_Stack_Location_,317564,317623,59,32,4
Set_Stack_XY_,317623,317698,75,32,4
Update_Ship_Stack_,317698,317779,81,32,4
Remove_Non_Detected_Ships_,317779,318852,1073,32,4
Delete_Ship_Stack_,318852,318889,37,32,4
Delete_Ship_Node_,318889,318944,55,32,4
Sort_Ships_In_Stack_,318944,319049,105,32,5
Build_Ship_Type_Array_,319049,319229,180,32,5
qsort_ships_by_type_,319229,319242,13,32,5
Load_Tech_Names_,319242,319971,729,33,4
Init_Tech_,319971,320511,540,33,4
At_Least_One_App_Researchable_,320511,320641,130,33,4
Tech_Is_Legal_For_Player_,320641,320863,222,33,4
Init_Player_Tech_,320863,322281,1418,33,4
Base_Generic_Dcv_,322281,322361,80,34,4
Base_Generic_Ocv_,322361,322418,57,34,4
Satelite_Strength_Vs_Ships_,322418,323111,693,34,4
Modified_Weapon_Strength_,323111,323284,173,34,4
Strength_Hits_Modifier_,323284,323337,53,34,4
Ship_Strength_Vs_Ships_In_Nebula_,323337,323351,14,34,4
Ship_Strength_Vs_Ships_,323351,323403,52,34,4
Ship_Strength_Vs_Shield_,323403,324291,888,34,4
Current_Ship_Hits_,324291,324342,51,34,4
Max_Ship_Hits_,324342,324473,131,34,4
Ship_Strength_Vs_Planetary_Shield_,324473,324900,427,34,4
Missile_Base_Strength_,324900,325027,127,34,4
Phasor_Base_Strength_,325027,325196,169,34,4
Fighter_Garrison_Strength_,325196,325447,251,34,4
Colony_Ground_Strength_Vs_Player_,325447,325636,189,34,4
Colony_Space_Strength_Vs_Player_,325636,325745,109,34,4
Get_Best_Ship_Shield_Value_,325745,325841,96,34,4
Get_Competition_Player_Tech_Values_,325841,325927,86,35,4
Human_Player_Best_Weapons_Are_Beams_,325927,325992,65,35,4
Fighters_Available_,325992,326048,56,35,4
Special_Weapons_Available_,326048,326122,74,35,4
Special_Devices_Available_,326122,326279,157,35,4
Get_Ship_Class_,326279,327052,773,35,4
Special_Legal_For_Design_,327052,327188,136,35,4
Add_Specials_To_Design_,327188,327871,683,35,4
Add_Theme_Special_To_Design_,327871,328108,237,35,4
Add_Fighters_To_Design_,328108,328546,438,35,4
Determine_Missile_Weapon_Modifications_,328546,329593,1047,35,4
Add_Missile_Weapon_To_Design_,329593,329903,310,35,4
Determine_Bomb_Weapon_,329903,330333,430,35,4
Add_Bomb_Weapon_To_Design_,330333,330585,252,35,4
Determine_Beam_Weapon_Modifications_,330585,332927,2342,35,4
Add_Beam_Weapon_To_Design_,332927,333477,550,35,4
Auto_Design_Ship_,333477,337354,3877,35,4
Reload_Hotseat_Screen_,337354,337486,132,36,4
Fade_Into_Hotseat_Screen_,337486,337622,136,36,5
Draw_Hotseat_Screen_,337622,337885,263,36,4
Init_Hotseat_Screen_,337885,338146,261,36,5
Hotseat_Screen_,338146,338871,725,36,4
Num_Adv_Civ_Planets_,338871,338913,42,37,5
qsort_planet_worth_,338913,338922,9,37,5
Build_Parsec_Star_Distances_,338922,339056,134,37,5
Advanced_Civilization_Colonies_,339056,339608,552,37,4
Build_Adv_Civ_Star_List_,339608,340021,413,37,5
Build_Adv_Civ_Planet_List_,340021,340310,289,37,5
Get_Worth_For_All_Planets_,340310,340569,259,37,5
Get_Adv_Civ_Planet_Worthiness_,340569,340754,185,37,5
Proximity_Bonus_,340754,340990,236,37,5
Player_Has_Colony_At_Star_,340990,341020,30,37,5
Get_Next_Adv_Civ_Planet_,341020,341367,347,37,5
Choose_Adv_Civ_Planets_,341367,342088,721,37,5
Assign_Advanced_Civilization_Starting_Ships_,342088,342112,24,37,4
List_Of_Other_Players_With_Same_Planet_,342112,342113,1,37,5
Get_Saved_Planet_Worth_,342113,342185,72,37,5
Twiddle_Selected_Adv_Civ_Planets_,342185,342874,689,37,5
Init_Adv_Civ_Homeworlds_,342874,342927,53,37,5
Twiddle_Planet_,342927,343200,273,37,5
Get_Players_Planet_Worthiness_Average_,343200,343306,106,37,5
Write_Adv_Civ_Planet_Info_,343306,343442,136,37,5
Antaran_Invasion_Check_,343442,343514,72,38,4
Antaran_Defensive_Force_,343514,343558,44,38,5
Antaran_Defensive_Resource_Bonus_,343558,343593,35,38,5
Antaran_Offensive_Resource_Bonus_,343593,343628,35,38,5
Antaran_Delay_,343628,343667,39,38,5
Antaran_Offensive_Force_,343667,343710,43,38,5
Antaran_Total_Resources_,343710,343773,63,38,5
Antarans_Should_Attack_,343773,343964,191,38,5
Build_Antaran_Defensive_Ships_,343964,344011,47,38,5
Build_Antaran_Offensive_Ships_,344011,344048,37,38,5
Build_Antaran_Ships_,344048,344849,801,38,5
Build_List_Of_Stars_By_Player_,344849,344981,132,38,5
Delta_Stardate_,344981,344992,11,38,4
Deploy_Antaran_Ships_,344992,345508,516,38,5
Get_Antaran_Target_Star_,345508,345580,72,38,5
Increment_Antaran_Resource_Level_,345580,345789,209,38,5
Antaran_Defensive_Force_At_Maximum_,345789,345849,60,38,5
Kill_Antaran_Defensive_Ship_,345849,345931,82,38,4
Kill_Antaran_Offensive_Ship_,345931,345996,65,38,4
Modify_Antaran_Resource_Level_,345996,345997,1,38,4
Next_Antaran_Ship_Size_,345997,346071,74,38,5
No_Small_Ships_After_N_Turns_,346071,346139,68,38,5
No_Medium_Ships_After_N_Turns_,346139,346207,68,38,5
Restock_Antaran_Ship_,346207,346243,36,38,4
__assertha_,346243,346492,249,39,4
hgetch_,346492,346626,134,39,4
Add_Generic_Replacement_Fields_,346626,347028,402,40,5
Add_Replacement_Weapon_Fields_,347028,348808,1780,40,5
Add_Special_System_Fields_,348808,349405,597,40,5
Application_Type_,349405,349418,13,40,4
Clear_Weapon_Replacement_Fields_,349418,349497,79,40,5
Draw_Darkened_Design_Screen_,349497,349580,83,40,5
Draw_Generic_Replacement_Box_Help_,349580,350040,460,40,5
Draw_Generic_Replacement_Box_,350040,350291,251,40,5
Draw_Special_Systems_Replacement_Box_,350291,350499,208,40,5
Draw_Special_Systems_Scroll_Bar_,350499,350763,264,40,4
Draw_Weapons_Arc_Box_,350763,351013,250,40,5
Draw_Weapons_Mod_Box_,351013,351282,269,40,5
Draw_Weapons_Rack_Box_,351282,351482,200,40,5
Draw_Weapons_Replacement_Box_,351482,352051,569,40,5
Draw_Weapons_Scroll_Bar_,352051,352318,267,40,4
Generic_Replacement_Box_,352318,352878,560,40,4
Generic_Replacement_Box_Choices_,352878,353208,330,40,5
Generic_Replacement_Box_Dimensions_,353208,353437,229,40,5
Get_Weapon_Mod_Field_XYs_,353437,353916,479,40,5
Get_Weapons_Box_Base_Dimensions_,353916,354037,121,40,5
Have_Tractor_Beam_Weapon_,354037,354114,77,40,5
Items_Selected_,354114,354188,74,40,5
Mod_Allowed_On_Weapon_Type_,354188,354320,132,40,5
New_Arc_Space_,354320,354416,96,40,5
New_Mod_Space_,354416,354557,141,40,5
Print_Computer_Data_,354557,355564,1007,40,5
Print_Main_Weapon_Box_,355564,357138,1574,40,5
Print_Shield_Data_,357138,358015,877,40,5
Print_Special_System_Data_,358015,359367,1352,40,5
Print_Weapon_Mod_Help_Description_,359367,359631,264,40,5
Print_Weapon_Modification_Message_,359631,360016,385,40,5
Redraw_Main_Design_Screen_To_Background_,360016,360092,76,40,5
Scan_Replacement_Fields_,360092,360284,192,40,5
Set_New_Weapon_Modifications_,360284,360351,67,40,5
Set_Up_Special_System_Scroll_Bar_,360351,360444,93,40,5
Set_Up_Weapon_Display_,360444,360823,379,40,5
Set_Up_Weapon_Scroll_Bar_,360823,361055,232,40,5
Should_Add_Mod_,361055,361101,46,40,5
Space_With_Weapons_,361101,361247,146,40,5
Space_With_Weapon_,361247,361491,244,40,4
Special_System_Choices_,361491,362003,512,40,4
Special_System_Exclusion_,362003,362187,184,40,5
Special_System_Replacement_Box_Dimensions_,362187,362325,138,40,5
Special_Systems_Box_,362325,363837,1512,40,4
System_Added_Cost_And_Space_,363837,364003,166,40,5
Update_Field_Item_Chosen_,364003,364096,93,40,5
Update_Weapon_Modification_Data_,364096,364152,56,40,5
Update_Weapon_Replacement_,364152,364682,530,40,5
Valid_Modifications_,364682,364963,281,40,5
Weapon_Choice_Valid_,364963,365083,120,40,5
Weapon_Choices_,365083,365865,782,40,5
Weapon_Index_,365865,365883,18,40,5
Weapon_Replacement_Help_,365883,365955,72,40,5
Weapons_Replacement_Box_,365955,368175,2220,40,4
Window_Box_,368175,368217,42,40,4
qsort_by_research_cost_,368217,368226,9,40,5
Add_Design_Buttons_,368226,369637,1411,41,4
Add_Size_Button_,369637,369651,14,41,5
Assert_Template_,369651,369670,19,41,4
Bonus_For_Regular_Mods_,369670,370230,560,41,5
Bonus_For_Special_Mods_,370230,370304,74,41,5
Bonus_For_Weapon_Arcs_,370304,370337,33,41,5
Build_Design_Template_,370337,370632,295,41,5
Build_Initial_Design_Template_,370632,371483,851,41,4
Update_N_Weapons_In_Design_,371483,371534,51,41,5
Update_N_Spec_Systems_In_Design_,371534,371610,76,41,5
Check_For_Auto_Repeat_,371610,372030,420,41,5
Has_Damper_Field_,372030,372092,62,41,5
Check_Generic_Replacement_Fields_,372092,372374,282,41,4
Check_Plus_Minus_Buttons_,372374,372635,261,41,4
Check_Special_System_Fields_,372635,372975,340,41,4
Check_Weapon_Fields_,372975,373319,344,41,4
Clear_Design_,373319,373570,251,41,4
Clear_Design_For_Colony_Builds_,373570,373684,114,41,4
Clear_Special_System_Slot_,373684,373800,116,41,4
Clear_Weapon_Slot_,373800,373975,175,41,4
Computer_Cost_,373975,374041,66,41,4
Cost_Given_M_Level_,374041,374135,94,41,4
Cost_Of_Design_,374135,374651,516,41,4
Current_Design_Armor_Absorption_,374651,374735,84,41,5
Current_Design_Combat_Speed_,374735,374783,48,41,5
Current_Design_Has_Special_System_,374783,374826,43,41,5
Current_Design_Min_Combat_Speed_,374826,374858,32,41,5
Current_Design_Max_Combat_Speed_,374858,374890,32,41,5
Current_Design_Base_Combat_Speed_,374890,374994,104,41,5
Current_Design_Shield_,374994,375003,9,41,4
Current_Design_Shield_Cost_,375003,375013,10,41,4
Current_Design_Shield_Space_,375013,375023,10,41,4
Current_Design_Shield_Absorption_,375023,375066,43,41,5
Current_Design_Structural_Points_,375066,375113,47,41,5
Printed_Design_Cost_,375113,375197,84,41,5
Design_Cost_For_Player_,375197,375218,21,41,4
Design_Screen_,375218,376967,1749,41,4
Design_Template_Costs_,376967,377479,512,41,4
Design_Template_Space_Requirements_,377479,377982,503,41,4
Design_Weapon_Damage_String_,377982,378573,591,41,4
Draw_Design_Screen_,378573,378628,55,41,4
Draw_Down_Buttons_,378628,378993,365,41,4
Get_Colony_Handle_,378993,379031,38,41,4
Get_Ship_Design_Name_,379031,379129,98,41,4
Get_Ship_Size_Button_Field_XY_,379129,379277,148,41,5
Load_Design_Screen_Pictures_,379277,380971,1694,41,4
Max_Recharge_Rate_,380971,381000,29,41,4
Miniaturization_Level_,381000,381150,150,41,4
