caller,caller_offset,jump_site,target_owner,target_owner_offset,target,target_delta
_AIL_stop_timer,1246614,1246718,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_stop_all_timers,1246723,1246816,_AIL_shutdown,1243068,1243207,139
_AIL_release_timer_handle,1246821,1246925,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_release_all_timers,1246930,1247023,_AIL_shutdown,1243068,1243207,139
_AIL_get_IO_environment,1247028,1247252,_AIL_get_real_vect,1243475,1243699,224
_AIL_install_driver,1247257,1247495,_AIL_set_preference,1243215,1243453,238
_AIL_uninstall_driver,1247500,1247604,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_install_DIG_INI,1247609,1247826,_AIL_set_sample_file,1248873,1249123,250
_AIL_install_DIG_driver_file,1247831,1248063,_AIL_install_driver,1247257,1247489,232
_AIL_uninstall_DIG_driver,1248068,1248172,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_allocate_sample_handle,1248177,1248401,_AIL_get_real_vect,1243475,1243699,224
_AIL_allocate_file_sample,1248406,1248650,_AIL_install_DIG_INI,1247609,1247820,211
_AIL_release_sample_handle,1248655,1248759,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_init_sample,1248764,1248868,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_set_sample_file,1248873,1249130,_AIL_call_driver,1244104,1244362,258
_AIL_set_sample_address,1249135,1249260,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_set_sample_type,1249265,1249390,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_start_sample,1249395,1249499,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_stop_sample,1249504,1249608,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_resume_sample,1249613,1249717,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_end_sample,1249722,1249826,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_set_sample_playback_rate,1249831,1249944,_AIL_set_real_vect,1243710,1243823,113
_AIL_set_sample_volume,1249949,1250062,_AIL_set_real_vect,1243710,1243823,113
_AIL_set_sample_pan,1250067,1250180,_AIL_set_real_vect,1243710,1243823,113
_AIL_set_sample_loop_count,1250185,1250298,_AIL_set_real_vect,1243710,1243823,113
_AIL_sample_status,1250303,1250527,_AIL_register_timer,1245353,1245577,224
_AIL_sample_playback_rate,1250532,1250768,_AIL_call_driver,1244104,1244362,258
_AIL_sample_volume,1250773,1250997,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_sample_pan,1251002,1251226,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_sample_loop_count,1251231,1251455,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_install_DIG_driver_image,1251460,1251704,_AIL_install_DIG_INI,1247609,1247820,211
_AIL_minimum_sample_buffer_size,1251709,1251953,_AIL_set_sample_file,1248873,1249117,244
_AIL_sample_buffer_ready,1251958,1252182,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_load_sample_buffer,1252187,1252325,_AIL_set_USE16_ISR,1243831,1243959,128
_AIL_set_sample_position,1252330,1252443,_AIL_set_real_vect,1243710,1243823,113
_AIL_sample_position,1252448,1252672,_AIL_register_timer,1245353,1245577,224
_AIL_register_SOB_callback,1252677,1252909,_AIL_install_driver,1247257,1247489,232
_AIL_register_EOB_callback,1252914,1253146,_AIL_install_driver,1247257,1247489,232
_AIL_register_EOS_callback,1253151,1253383,_AIL_install_driver,1247257,1247489,232
_AIL_register_EOF_callback,1253388,1253620,_AIL_install_driver,1247257,1247489,232
_AIL_set_sample_user_data,1253625,1253750,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_sample_user_data,1253755,1253987,_AIL_set_preference,1243215,1243447,232
_AIL_active_sample_count,1253992,1254216,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_install_MDI_INI,1254221,1254432,_AIL_install_DIG_INI,1247609,1247820,211
_AIL_install_MDI_driver_file,1254437,1254669,_AIL_install_driver,1247257,1247489,232
_AIL_uninstall_MDI_driver,1254674,1254778,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_allocate_sequence_handle,1254783,1255007,_AIL_get_real_vect,1243475,1243699,224
_AIL_release_sequence_handle,1255012,1255116,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_init_sequence,1255121,1255365,_AIL_set_sample_file,1248873,1249117,244
_AIL_start_sequence,1255370,1255474,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_stop_sequence,1255479,1255583,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_resume_sequence,1255588,1255692,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_end_sequence,1255697,1255801,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_set_sequence_tempo,1255806,1255931,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_set_sequence_volume,1255936,1256061,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_set_sequence_loop_count,1256066,1256179,_AIL_set_real_vect,1243710,1243823,113
_AIL_sequence_status,1256184,1256408,_AIL_register_timer,1245353,1245577,224
_AIL_sequence_tempo,1256413,1256637,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_sequence_volume,1256642,1256866,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_sequence_loop_count,1256871,1257095,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_install_MDI_driver_image,1257100,1257344,_AIL_install_DIG_INI,1247609,1247820,211
_AIL_set_GTL_filename_prefix,1257349,1257453,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_timbre_status,1257458,1257702,_AIL_set_sample_file,1248873,1249117,244
_AIL_install_timbre,1257707,1257951,_AIL_set_sample_file,1248873,1249117,244
_AIL_protect_timbre,1257956,1258081,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_unprotect_timbre,1258086,1258211,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_active_sequence_count,1258216,1258440,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_controller_value,1258445,1258689,_AIL_set_sample_file,1248873,1249117,244
_AIL_channel_notes,1258694,1258926,_AIL_set_preference,1243215,1243447,232
_AIL_sequence_position,1258931,1259190,_AIL_load_sample_buffer,1252187,1252322,135
_AIL_branch_index,1259195,1259308,_AIL_set_real_vect,1243710,1243823,113
_AIL_register_prefix_callback,1259313,1259545,_AIL_install_driver,1247257,1247489,232
_AIL_register_trigger_callback,1259550,1259782,_AIL_install_driver,1247257,1247489,232
_AIL_register_sequence_callback,1259787,1260019,_AIL_install_driver,1247257,1247489,232
_AIL_register_event_callback,1260024,1260256,_AIL_install_driver,1247257,1247489,232
_AIL_register_timbre_callback,1260261,1260493,_AIL_install_driver,1247257,1247489,232
_AIL_set_sequence_user_data,1260498,1260623,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_sequence_user_data,1260628,1260860,_AIL_set_preference,1243215,1243447,232
_AIL_register_ICA_array,1260865,1260978,_AIL_set_real_vect,1243710,1243823,113
_AIL_lock_channel,1260983,1261207,_AIL_sample_playback_rate,1250532,1250756,224
_AIL_release_channel,1261212,1261325,_AIL_set_real_vect,1243710,1243823,113
_AIL_map_sequence_channel,1261330,1261455,_AIL_set_USE16_ISR,1243831,1243956,125
_AIL_true_sequence_channel,1261460,1261692,_AIL_set_preference,1243215,1243447,232
_AIL_send_channel_voice_message,1261697,1261845,_AIL_set_USE16_ISR,1243831,1243959,128
_AIL_send_sysex_message,1261850,1261963,_AIL_set_real_vect,1243710,1243823,113
_AIL_create_wave_synthesizer,1261968,1262227,_AIL_call_driver,1244104,1244355,251
_AIL_destroy_wave_synthesizer,1262232,1262336,_AIL_restore_USE16_ISR,1243969,1244073,104
scan_string_,1299937,1300223,scan_char_,1299788,1299931,143
scan_float_,1300639,1301425,scan_char_,1299788,1299931,143
__parse_tz_,1313976,1314026,parse_rule_,1314364,1314820,456
__MemAllocator,1316274,1316437,__MemFree,1316442,1316704,262
__CreateNewNHeap_,1317542,1317559,RationalAlloc_,1317333,1317533,200
__CreateNewNHeap_,1317542,1317713,RationalAlloc_,1317333,1317533,200
AILXMIDI_end_,1357088,1357796,AILXDIG_start_,1357844,1357852,8
XDIG_set_pitch_,1358474,1358735,XDIG_set_volume_,1358366,1358468,102
_AIL_API_destroy_wave_synthesizer,1360165,1360244,_XDIG_MIDI_trap,1358777,1359782,1005
_radseekcur,1362277,1362281,_radseekbegin,1362241,1362245,4
_radseekend,1362283,1362287,_radseekbegin,1362241,1362245,4
__int_ctrl_break_handler_,1374651,1374749,__int23_handler_,1374502,1374619,117
__int_ctrl_break_handler_,1374651,1374766,__int23_handler_,1374502,1374614,112
__restore_int_ctrl_break_,1375357,1375408,__restore_int23_,1374919,1375180,261
_SmackDoTables,1394336,1395886,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1395940,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1397960,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1398004,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1398385,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1398438,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1402686,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1402740,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1404752,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1404804,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1405087,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1405132,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1405497,_Unsmack,1405728,1406400,672
_SmackDoTables,1394336,1405538,_Unsmack,1405728,1406400,672
_Unsmack,1405728,1406177,_SmackDoTables,1394336,1394976,640
