name,start,provisional_end,size,instruction,opcode,target,direction,delta,target_owner,target_owner_start,target_relation,classification
Load_Officer_Gains_Level_Popup_,754117,754185,68,754180,jmp,752088,before,2029,Load_New_Officer_Popup_,751973,interior,shared_epilogue_or_tail
Officer_Gains_Level_Popup_,754185,754446,261,754441,jmp,759737,after,5291,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Draw_Discovery_Popup_,754629,754952,323,754847,je,753405,before,1224,Random_New_Officer_Popup_,752346,interior,cross_function_conditional
New_System_Discovery_Popup_,755030,755569,539,755564,jmp,754436,before,594,Officer_Gains_Level_Popup_,754185,interior,shared_epilogue_or_tail
Update_Selection_Fields_,755607,755649,42,755644,jmp,777240,after,21591,Set_Planet_Selection_Popup_Help_List_,777240,entry,tail_call
Add_Selection_Fields_,755649,755678,29,755657,jmp,754547,before,1102,Add_Discovery_Fields_,754542,interior,shared_epilogue_or_tail
Draw_Selection_Popup_,755678,756097,419,756092,jmp,753406,before,2272,Random_New_Officer_Popup_,752346,interior,shared_epilogue_or_tail
New_Colony_Selection_Popup_,757176,757532,356,757527,jmp,759737,after,2205,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Update_Attack_Selection_Fields_,757611,757658,47,757656,jmp,757671,after,13,Add_Attack_Selection_Fields_,757658,interior,near_successor_boundary
Attack_Colony_Selection_Popup_,758200,758464,264,758459,jmp,759737,after,1273,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Update_Defense_Selection_Fields_,758531,758581,50,758576,jmp,757671,before,860,Add_Attack_Selection_Fields_,757658,interior,shared_epilogue_or_tail
Draw_Defense_Selection_Popup_,758594,758709,115,758704,jmp,757797,before,797,Draw_Attack_Selection_Popup_,757703,interior,shared_epilogue_or_tail
Draw_Slider_Popup_,760893,761438,545,761433,jmp,753405,before,7488,Random_New_Officer_Popup_,752346,interior,shared_epilogue_or_tail
New_Colony_Confirmation_Box_,761796,762221,425,762216,jmp,753405,before,8391,Random_New_Officer_Popup_,752346,interior,shared_epilogue_or_tail
Build_Generic_Planet_Or_Colony_Description_String_Formatted_,762221,763454,1233,762845,jmp,759737,before,2484,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Colony_Invasion_Popup_,763791,763855,64,763850,jmp,763633,before,158,Colony_Selection_Popup_,763558,interior,shared_epilogue_or_tail
Add_Colony_Combat_Fields_,765384,766524,1140,766519,jmp,759737,before,5647,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Draw_Colony_Combat_Popup_,766524,768140,1616,768135,jmp,753405,before,13119,Random_New_Officer_Popup_,752346,interior,shared_epilogue_or_tail
Colony_Combat_Popup_,768720,769723,1003,769707,jne,759735,before,8985,Defense_Colony_Selection_Popup_,759414,interior,cross_function_conditional
Dragon_New_Star_Popup_,771893,772124,231,772119,jmp,759735,before,12158,Defense_Colony_Selection_Popup_,759414,interior,shared_epilogue_or_tail
Draw_Pictures_,773181,773436,255,773431,jmp,773174,before,7,Reload_Newgame_Screen_,772636,interior,near_predecessor_epilogue
Draw_Newgame_Screen_,773436,775009,1573,775004,jmp,773175,before,261,Reload_Newgame_Screen_,772636,interior,shared_epilogue_or_tail
Newgame_Screen_,775221,776421,1200,776412,jmp,773174,before,2047,Reload_Newgame_Screen_,772636,interior,shared_epilogue_or_tail
Set_Colony_Summary_Screen_Help_List_,776984,777002,18,777000,jmp,776977,before,7,Set_Colony_Screen_Help_List_,776961,interior,near_predecessor_epilogue
Set_Refit_Ship_Popup_Help_List_,777002,777020,18,777018,jmp,776977,before,25,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Building_Queue_Screen_Help_List_,777020,777038,18,777036,jmp,776977,before,43,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Transport_Popup_Help_List_,777038,777056,18,777054,jmp,776977,before,61,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Occupation_Policy_Popup_Help_List_,777056,777074,18,777072,jmp,776977,before,79,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Player_Attacked_Popup_Help_List_,777156,777177,21,777172,jmp,776977,before,179,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_New_Colony_Confirmation_Box_Help_List_,777177,777198,21,777193,jmp,776977,before,200,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Tax_Rate_Popup_Help_List_,777198,777219,21,777214,jmp,776977,before,221,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Dragon_New_Star_Popup_Help_List_,777219,777240,21,777235,jmp,776977,before,242,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Planet_Selection_Popup_Help_List_,777240,777261,21,777256,jmp,776977,before,263,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Officer_Information_Popup_Help_List_,777261,777282,21,777277,jmp,776977,before,284,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Set_Combat_Colony_Selection_Popup_Help_List_,777282,777303,21,777298,jmp,776977,before,305,Set_Colony_Screen_Help_List_,776961,interior,shared_epilogue_or_tail
Product_Name_,783256,783272,16,783260,jne,667642,before,115614,Selection_Name_,667642,entry,cross_function_conditional
Mean_Ship_Strength_,785125,785590,465,785585,jmp,785118,before,7,Compute_Needs_,783373,interior,near_predecessor_epilogue
Colony_Is_Conquered_,786178,786486,308,786354,jmp,957090750,after,956304264,__SegmentEndPC32,1410708,interior,shared_epilogue_or_tail
Assign_Colony_New_Building_,789256,789631,375,789586,jmp,785118,before,4138,Compute_Needs_,783373,interior,shared_epilogue_or_tail
Empire_Buy_Outright_,789807,790534,727,790529,jmp,785118,before,4689,Compute_Needs_,783373,interior,shared_epilogue_or_tail
Refit_Cost_,790667,790766,99,790738,jle,790768,after,2,Assign_Empire_Building_,790766,interior,near_successor_boundary
Assign_Empire_Building_,790766,796500,5734,796495,jmp,785119,before,5647,Compute_Needs_,783373,interior,shared_epilogue_or_tail
Proximity_Worth_To_Player_,797418,797870,452,797849,jmp,797186,before,232,Uncolonized_Planet_Worth_To_Player_,796583,interior,shared_epilogue_or_tail
Colony_Worth_To_Player_,797870,798766,896,798056,jmp,797186,before,684,Uncolonized_Planet_Worth_To_Player_,796583,interior,shared_epilogue_or_tail
Compute_Base_Planet_Values_,798766,799013,247,799008,jmp,797346,before,1420,Colony_Dominant_Player_,797192,interior,shared_epilogue_or_tail
Compute_Contextual_Planet_Values_,799013,799512,499,799507,jmp,797346,before,1667,Colony_Dominant_Player_,797192,interior,shared_epilogue_or_tail
Refit_Desirability_,799697,800111,414,800106,jmp,797346,before,2351,Colony_Dominant_Player_,797192,interior,shared_epilogue_or_tail
Compute_Star_Player_Range_Info_,801696,802100,404,802095,jmp,797346,before,4350,Colony_Dominant_Player_,797192,interior,shared_epilogue_or_tail
Compute_AI_Data_,802100,808781,6681,808776,jmp,797347,before,4753,Colony_Dominant_Player_,797192,interior,shared_epilogue_or_tail
Deallocate_AI_Data_,808781,808801,20,808791,jmp,1053644,after,244843,Pop_Block_,1053644,entry,tail_call
Keep_Ship_Designs_Up_To_Date_,810222,810393,171,810388,jmp,810215,before,7,Clear_Build_Queues_If_New_Tech_,809172,interior,near_predecessor_epilogue
Do_Ship_Upgrade_Cheats_,810521,810921,400,810570,jle,810215,before,306,Clear_Build_Queues_If_New_Tech_,809172,interior,cross_function_conditional
Sort_Pops_Fixed_,810921,810977,56,810972,jmp,808847,before,2074,Sort_Colonies_Blockaded_,808801,interior,shared_epilogue_or_tail
Assign_Required_Colonists_,810977,811301,324,811296,jmp,810215,before,762,Clear_Build_Queues_If_New_Tech_,809172,interior,shared_epilogue_or_tail
Do_Blockaded_Colony_,811495,811797,302,811792,jmp,810216,before,1279,Clear_Build_Queues_If_New_Tech_,809172,interior,shared_epilogue_or_tail
Sort_Pops_R_I_,811797,811942,145,811914,jmp,811474,before,323,Sort_Pops_FI_,811341,interior,shared_epilogue_or_tail
Sort_Pops_FR_I_,811942,812170,228,812138,jmp,811478,before,464,Sort_Pops_FI_,811341,interior,shared_epilogue_or_tail
Compute_Max_Min_R_I_Worthiness_,812170,812332,162,812310,jmp,810215,before,1955,Clear_Build_Queues_If_New_Tech_,809172,interior,shared_epilogue_or_tail
Do_Unblockaded_Colony_,812332,812619,287,812614,jmp,810215,before,2117,Clear_Build_Queues_If_New_Tech_,809172,interior,shared_epilogue_or_tail
Grab_Scientist_,812674,812723,49,812721,jmp,812666,before,8,Grab_Worker_,812619,interior,near_predecessor_epilogue
Assign_Additional_Research_Industry_,812723,813098,375,812924,jne,810215,before,2508,Clear_Build_Queues_If_New_Tech_,809172,interior,cross_function_conditional
Sort_Pops_F_IR_,813259,813568,309,813548,jmp,811478,before,1781,Sort_Pops_FI_,811341,interior,shared_epilogue_or_tail
Make_First_Unassigned_Into_Farmer_,813568,813780,212,813764,jmp,810216,before,3352,Clear_Build_Queues_If_New_Tech_,809172,interior,shared_epilogue_or_tail
Assign_Additional_Unblockaded_Farmers_,813780,814464,684,814417,je,810215,before,3565,Clear_Build_Queues_If_New_Tech_,809172,interior,cross_function_conditional
Assign_Star_Officer_,815473,816084,611,816025,je,815467,before,6,Reassign_Fleet_Officer_,815224,interior,near_predecessor_epilogue
Delete_Already_Assigned_Planets_,816996,817443,447,817226,je,816990,before,6,Get_Colonizable_Planets_,816824,interior,near_predecessor_epilogue
Ship_Rough_Strength_At_Star_,818515,818996,481,818991,jmp,816990,before,1525,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Sort_candidate_stars_,821319,821547,228,821521,jmp,816990,before,4329,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Enemy_Colony_Worth_To_Player_,822545,822753,208,822748,jmp,816990,before,5555,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Find_Best_Attack_From_Star_,824499,825326,827,825089,je,821169,before,3330,Get_Best_Escorted_Colony_Ship_,819191,interior,cross_function_conditional
Launch_Attacks_,825326,825407,81,825402,jmp,816990,before,8336,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Interceptions_,825982,827269,1287,826045,jne,821169,before,4813,Get_Best_Escorted_Colony_Ship_,819191,interior,cross_function_conditional
Move_To_Stage_Points_,828549,829852,1303,829031,je,828536,before,13,Intercept_Invaders_,827269,interior,near_predecessor_epilogue
Move_Transports_,829852,831444,1592,831254,jle,828536,before,1316,Intercept_Invaders_,827269,interior,cross_function_conditional
Move_To_Unexplored_Stars_,831444,832087,643,831794,je,828536,before,2908,Intercept_Invaders_,827269,interior,cross_function_conditional
Launch_Sneak_Attack_,832087,832485,398,832480,jmp,828543,before,3544,Intercept_Invaders_,827269,interior,shared_epilogue_or_tail
Mark_Flee_Stars_,832485,832638,153,832633,jmp,832479,before,6,Launch_Sneak_Attack_,832087,interior,near_predecessor_epilogue
Move_AI_,832638,833113,475,833108,jmp,822539,before,10099,Best_Uncolonized_Undestined_Planet_,822393,interior,shared_epilogue_or_tail
Sort_npc_dests_,833113,833234,121,833149,jne,816990,before,16123,Get_Colonizable_Planets_,816824,interior,cross_function_conditional
NPC_Dest_,833234,833752,518,833747,jmp,816990,before,16244,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Move_NPCs_,833752,834345,593,834340,jmp,828536,before,5216,Intercept_Invaders_,827269,interior,shared_epilogue_or_tail
Find_Opportunity_Attack_Aux_,834463,834652,189,834510,je,824269,before,10194,Compute_Attack_Worthiness_,822994,interior,cross_function_conditional
Player_Threatens_Player_,834760,835000,240,834816,jne,825778,before,8982,Knock_Out_Impossible_Interceptions_,825407,interior,cross_function_conditional
Number_Of_Attacks_Underway_,835000,835204,204,835199,jmp,816990,before,18010,Get_Colonizable_Planets_,816824,interior,shared_epilogue_or_tail
Player_Best_Armor_,836387,836431,44,836419,je,836381,before,6,Player_Best_Ship_Shield_,836339,interior,near_predecessor_epilogue
Player_Best_Computer_,836431,836475,44,836463,je,836381,before,50,Player_Best_Ship_Shield_,836339,interior,cross_function_conditional
Player_Best_Fuel_,836475,836522,47,836507,je,836381,before,94,Player_Best_Ship_Shield_,836339,interior,cross_function_conditional
Player_Best_Drive_,836579,836630,51,836611,je,836381,before,198,Player_Best_Ship_Shield_,836339,interior,cross_function_conditional
Player_Best_Rifle_,836630,836681,51,836662,je,836381,before,249,Player_Best_Ship_Shield_,836339,interior,cross_function_conditional
Player_Best_Personal_Shield_,836681,836732,51,836713,je,836381,before,300,Player_Best_Ship_Shield_,836339,interior,cross_function_conditional
Apply_Evolutionary_Upgrades_,838576,838705,129,838700,jmp,838242,before,334,Compute_AI_Tech_Info_,836732,interior,shared_epilogue_or_tail
AI_Agrees_To_Research_Agreement_,838787,838860,73,838839,jl,838780,before,7,AI_Agrees_To_Trade_Agreement_,838705,interior,near_predecessor_epilogue
Resolve_Biological_Hit_,839998,840434,436,840069,jl,839351,before,647,Destroy_Colony_,839084,interior,cross_function_conditional
Apply_Bomb_Hits_,840434,840529,95,840479,jle,839077,before,1357,Handle_Leader_At_Lost_Colony_,838860,interior,cross_function_conditional
Send_GNN_Chat_Msg_,840746,840885,139,840880,jmp,840739,before,7,Send_Chat_Msg_,840632,interior,near_predecessor_epilogue
_climate_maintenance_modifiers,840890,840957,67,840954,js,840968,after,11,Load_Colcalc_Strings_,840957,interior,near_successor_boundary
Format_Quotient_,842294,842452,158,842447,jmp,846615,after,4163,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Colony_Morale_,842533,843515,982,843061,je,846615,after,3100,Colony_Food_Production_,845412,interior,cross_function_conditional
Colony_Pop_Prod_Produced_,843731,843838,107,843815,jne,854856,after,11018,Size_And_Climate_Race_Pop_Limit_,854675,interior,cross_function_conditional
Colony_Pop_Base_Prod_Produced_,844332,844416,84,844405,jge,847383,after,2967,Colony_Empire_Base_Industry_Produced_,847175,interior,cross_function_conditional
Show_Food_Production_,846621,846667,46,846662,jmp,843556,before,3065,Show_Morale_,843515,interior,shared_epilogue_or_tail
Colony_Food_Maintenance_,846667,846997,330,846719,jmp,860055,after,13058,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Show_Industry_Production_,849176,849222,46,849217,jmp,843556,before,5620,Show_Morale_,843515,interior,shared_epilogue_or_tail
Colony_Industry_Maintenance_,849222,849519,297,849274,jmp,860055,after,10536,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Colony_Replicators_,849519,850113,594,849544,je,860055,after,9942,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Pass_Out_Imports_,850160,851398,1238,851285,je,846615,before,3545,Colony_Food_Production_,845412,interior,cross_function_conditional
Colony_Empire_Base_Research_Produced_,851575,851828,253,851810,jmp,847380,before,4195,Colony_Empire_Base_Industry_Produced_,847175,interior,shared_epilogue_or_tail
Colony_Research_Production_,851828,852931,1103,851855,jmp,846615,before,5213,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Show_Research_Production_,852931,852977,46,852972,jmp,843556,before,9375,Show_Morale_,843515,interior,shared_epilogue_or_tail
Colony_BC_Production_,852977,854216,1239,853004,jmp,846615,before,6362,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Show_BC_Production_,854216,854262,46,854257,jmp,843556,before,10660,Show_Morale_,843515,interior,shared_epilogue_or_tail
Colony_BC_Maintenance_,854351,854548,197,854543,jmp,860055,after,5507,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Planet_Max_Population_For_Player_,854863,855069,206,855064,jmp,846615,before,8248,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Room_For_Another_Dude_,855195,855448,253,855443,jmp,849164,before,6031,Colony_Industry_Production_,847387,interior,shared_epilogue_or_tail
Colony_Cost_To_Buy_Given_Product_,856066,856197,131,856085,jbe,854856,before,1210,Size_And_Climate_Race_Pop_Limit_,854675,interior,cross_function_conditional
Colony_Can_Build_Product_,856508,858169,1661,858164,jmp,846615,before,9893,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Colony_Pop_Grows_,858169,859373,1204,858229,jmp,860055,after,682,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Compute_Player_Maintenance_,860160,861764,1604,861759,jmp,846615,before,13545,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Show_Command_Points_,861764,861809,45,861804,jmp,843556,before,18208,Show_Morale_,843515,interior,shared_epilogue_or_tail
Compute_Total_Building_Costs_,861809,861920,111,861915,jmp,860056,before,1753,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Update_Player_Stats_,861968,862832,864,862827,jmp,860055,before,1913,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Do_Player_Colony_Post_Production_,863497,863602,105,863597,jmp,862889,before,608,Colony_Calculation_,862832,interior,shared_epilogue_or_tail
Apply_Colony_Pop_Growth_,863690,865366,1676,865361,jmp,860056,before,3634,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Apply_Assimilation_,865366,865814,448,865400,jne,860055,before,5311,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Apply_Production_,866015,867994,1979,866072,jne,860055,before,5960,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Ghost_Colony_Stuff_,867994,868206,212,868084,jne,860055,before,7939,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Compute_Player_Total_Known_Tech_Cost_,869685,869887,202,869882,jmp,860055,before,9630,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Eliminate_Player_,869887,870431,544,870378,jae,860055,before,9832,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Surrender_Star_,871091,871263,172,871254,jle,869595,before,1496,Give_Player_Field_,869392,interior,cross_function_conditional
Do_Surrender_Empire_,871263,871634,371,871629,jmp,846615,before,24648,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Surrender_Empire_,871686,871881,195,871872,jle,849171,before,22515,Colony_Industry_Production_,847387,interior,cross_function_conditional
Do_Surrenders_,871881,872020,139,872015,jmp,860055,before,11826,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Apply_All_Player_Changes_,872265,872490,225,872485,jmp,860055,before,12210,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Compute_Blockades_,872599,873077,478,873072,jmp,860055,before,12544,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Compute_Star_Colony_Stuff_,873110,873421,311,873416,jmp,860055,before,13055,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
Twiddle_Initial_Homeworld_,873918,874448,530,874271,jbe,860056,before,13862,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
First_Colony_Of_Player_,874448,874484,36,874469,je,872261,before,2187,Check_For_Eliminated_Players_,872115,interior,cross_function_conditional
Twiddle_Initial_Homeworlds_,874546,875239,693,874728,jne,860055,before,14491,Player_N_Turns_Until_Research_Complete_,859940,interior,cross_function_conditional
Get_System_Population_,875369,875480,111,875475,jmp,846615,before,28754,Colony_Food_Production_,845412,interior,shared_epilogue_or_tail
Best_Leader_Diplomat_Bonus_,876041,876211,170,876206,jmp,860053,before,15988,Player_N_Turns_Until_Research_Complete_,859940,interior,shared_epilogue_or_tail
AI_Colonize_,878072,878582,510,878577,jmp,877806,before,266,Find_Colonize_Players_,876912,interior,shared_epilogue_or_tail
Process_Retreating_Ships_,880210,881411,1201,881406,jmp,895171,after,13760,Client_Combat_Loop_,893681,interior,shared_epilogue_or_tail
Get_Best_Colony_Target_,882855,883577,722,883542,je,879260,before,3595,Get_Combat_Ships_,879116,interior,cross_function_conditional
Human_Confirms_Attack_,883577,883931,354,883926,jmp,879780,before,3797,Closest_Other_Colony_Star_,879565,interior,shared_epilogue_or_tail
Pick_Attacker_At_Star_,885140,885297,157,885292,jmp,895172,after,9875,Client_Combat_Loop_,893681,interior,shared_epilogue_or_tail
Collect_Targets_For_Combat_,885428,885786,358,885693,je,879780,before,5648,Closest_Other_Colony_Star_,879565,interior,cross_function_conditional
Pick_Star_And_Attacker_,885925,886173,248,885952,jne,879781,before,6144,Closest_Other_Colony_Star_,879565,interior,cross_function_conditional
Bomb_Results_Popups_,886263,886432,169,886411,je,895172,after,8740,Client_Combat_Loop_,893681,interior,cross_function_conditional
N_Enemy_Stars_In_Range_,886503,886585,82,886580,jmp,879780,before,6723,Closest_Other_Colony_Star_,879565,interior,shared_epilogue_or_tail
Do_System_Discoveries_At_Star_,891175,892115,940,891214,je,895171,after,3056,Client_Combat_Loop_,893681,interior,cross_function_conditional
Search_For_Battles_,892258,893681,1423,893557,jmp,895172,after,1491,Client_Combat_Loop_,893681,interior,shared_epilogue_or_tail
Do_Nonhuman_Attack_Against_Human_,895259,895649,390,895380,jmp,895171,before,88,Client_Combat_Loop_,893681,interior,shared_epilogue_or_tail
Do_Net_Combat_Update_,895649,897426,1777,895670,jne,895166,before,483,Client_Combat_Loop_,893681,interior,cross_function_conditional
Map_Is_Connected_,900480,900729,249,900724,jmp,899515,before,965,Initialize_Black_Hole_Blocks_,899197,interior,shared_epilogue_or_tail
Parsecs_Between_Points_,900729,900791,62,900782,jae,900479,before,250,Union_Find_,900274,interior,cross_function_conditional
Get_Orbit_From_X_Y_,901067,901342,275,901337,jmp,899702,before,1365,Point_Is_In_Some_Nebula_,899642,interior,shared_epilogue_or_tail
Actual_Expected_Damage_,901342,901468,126,901463,jmp,901061,before,281,Get_Orbit_Display_X_Y_,900843,interior,shared_epilogue_or_tail
Resolve_Ground_Combat_,902657,902686,29,902667,jae,902654,before,3,Ground_Combat_Round_,902398,interior,near_predecessor_epilogue
Get_Invasion_Info_,903217,903548,331,903543,jmp,903002,before,215,Get_Rebellion_Info_,902746,interior,shared_epilogue_or_tail
Change_Pop_Ownership_,904183,904709,526,904704,jmp,904177,before,6,Assign_New_Home_Planet_,904037,interior,near_predecessor_epilogue
Check_Rebellion_,905824,906314,490,906309,jmp,904031,before,1793,Enforce_Population_Limits_At_Colony_,903548,interior,shared_epilogue_or_tail
Kill_Spy_,908479,908659,180,908500,jge,907749,before,730,Kill_Research_Buildings_,907528,interior,cross_function_conditional
Kill_Leaders_,909280,909488,208,909324,jge,907749,before,1531,Kill_Research_Buildings_,907528,interior,cross_function_conditional
Player_Maintenance_,909488,910497,1009,909525,jge,907749,before,1739,Kill_Research_Buildings_,907528,interior,cross_function_conditional
Add_Ongoing_Event_Msgs_,915495,916154,659,916045,jmp,912370,before,3125,Allocate_Msg_Slots_,912186,interior,shared_epilogue_or_tail
Add_Choose_Net_Plyrs_Fields_,916304,916714,410,916695,jmp,938499,after,21785,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Add_Net_Next_Turn_Fields_,916714,917114,400,917109,jmp,938499,after,21385,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Add_Load_MP_Game_Screen_Fields_,917114,917383,269,917378,jmp,938499,after,21116,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Add_Choose_Multi_Net_Game_Fields_,917383,917658,275,917653,jmp,938499,after,20841,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Add_Modem_Setup_Fields_,918514,919160,646,919155,jmp,938499,after,19339,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Add_Modem_String_Fields_,919160,919553,393,919548,jmp,938499,after,18946,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Print_Modem_Strings_,919631,919875,244,919870,jmp,929603,after,9728,Draw_Wait_For_New_Joiners_Screen_,929253,interior,shared_epilogue_or_tail
Add_NullModem_Setup_Fields_,919875,920429,554,920424,jmp,919129,before,746,Add_Modem_Setup_Fields_,918514,interior,shared_epilogue_or_tail
Choose_Multi_Network_Game_Screen_,920718,921111,393,921106,jmp,938499,after,17388,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Draw_Net_Next_Turn_Screen_,921717,923246,1529,923241,jmp,938500,after,15254,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Draw_Choose_Net_Plyrs_Screen_,923246,924103,857,924098,jmp,923234,before,12,Draw_Net_Next_Turn_Screen_,921717,interior,near_predecessor_epilogue
Draw_Choose_Multi_Net_Game_Screen_,924404,924902,498,924897,jmp,923234,before,1170,Draw_Net_Next_Turn_Screen_,921717,interior,shared_epilogue_or_tail
Draw_Load_MP_Game_Screen_,924902,925826,924,925821,jmp,938499,after,12673,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Draw_Modem_Setup_Screen_,926421,927554,1133,927216,jge,923234,before,3187,Draw_Net_Next_Turn_Screen_,921717,interior,cross_function_conditional
Draw_NullModem_Setup_Screen_,927924,928907,983,928558,jge,938499,after,9592,Multi_Player_Screen_,937369,interior,cross_function_conditional
Draw_SendGet_Net_Info_Screen_,928907,929253,346,929104,je,938499,after,9246,Multi_Player_Screen_,937369,interior,cross_function_conditional
Draw_Wait_For_New_Joiners_Screen_,929253,929614,361,929609,jmp,938499,after,8885,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Draw_Wait_For_Race_Info_Screen_,929614,929977,363,929972,jmp,929600,before,14,Draw_Wait_For_New_Joiners_Screen_,929253,interior,near_predecessor_epilogue
Get_Net_Next_Turn_Player_Colors_,930235,930734,499,930729,jmp,938499,after,7765,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Hotseat_Add_Next_Player_Fields_,930798,931050,252,931045,jmp,938499,after,7449,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Hotseat_Draw_Next_Player_,931050,931836,786,931831,jmp,938499,after,6663,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Hotseat_Get_Colors_,931836,932060,224,932055,jmp,938499,after,6439,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Hotseat_Select_Player_,932580,933223,643,933192,je,938499,after,5276,Multi_Player_Screen_,937369,interior,cross_function_conditional
Hotseat_Set_Next_Player_Status_,933223,933385,162,933380,jmp,938499,after,5114,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Load_Net_Next_Turn_Screen_,933442,933830,388,933825,jmp,938499,after,4669,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Load_Load_MP_Game_Screen_,934317,934602,285,934597,jmp,934302,before,15,Load_Choose_Multi_Net_Game_Screen_,934099,interior,near_predecessor_epilogue
Load_Modem_Setup_Screen_,935099,935387,288,935382,jmp,934305,before,794,Load_Choose_Multi_Net_Game_Screen_,934099,interior,shared_epilogue_or_tail
Load_Multi_Player_Game_Screen_,935776,936321,545,935974,jmp,923234,before,12542,Draw_Net_Next_Turn_Screen_,921717,interior,shared_epilogue_or_tail
Load_NullModem_Setup_Screen_,936321,936648,327,936643,jmp,938500,after,1852,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Modem_Setup_Screen_,936648,937369,721,937364,jmp,923234,before,13414,Draw_Net_Next_Turn_Screen_,921717,interior,shared_epilogue_or_tail
NullModem_Setup_Screen_,938506,938955,449,938950,jmp,938494,before,12,Multi_Player_Screen_,937369,interior,near_predecessor_epilogue
Reload_Generic_Net_Info_,938967,939168,201,939163,jmp,938500,before,467,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
Reload_Initializing_Net_Info_,939198,939215,17,939210,jmp,938967,before,231,Reload_Generic_Net_Info_,938967,entry,tail_call
Change_MP_Game_Name_,939895,940163,268,940158,jmp,938499,before,1396,Multi_Player_Screen_,937369,interior,shared_epilogue_or_tail
